client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154302.mp3	5d7fbe0a2a79771170b8b2a8bf8106b88c99bd4de239df714c9351d10631731d	الغای بردگی در امریکا		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154304.mp3	645bcf37038adbd35d89dc72ff6f1cf42ea45193f65d388611cdc0ddb799ac27	با لحنی رسمی به ما خوشامد گفت.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154309.mp3	6e2819ffcac1e23d1eaca828029e848c7e68f02b559d82706c1539dd1caeaeb5	استدلالهای او به سود سوسیالیستها سوگیری شده بود.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154310.mp3	632a82c32deef03bc455ebe1256139b2c47dc73344a832ac0b4e47e7c67de201	آنها بودجهی راهسازی را هپرو کردند.		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154328.mp3	6e1f22ee31247477caa7ecdf734ee30229255aba203ca1eb7e4314d525b1f6b7	آخرین کتاب او		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154330.mp3	514dfb533203fceda2b6a544a9d778d3af88e20785a6448cdc1bcf511a7b5abc	انسان دوستی او در شیراز معروف است.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25154334.mp3	648075ebcc1a5a1d4d58a5f5ea361cdd7201f243c4fda5e0024800a90808ecee	خبر آورد که اربابش در حال نزع بود.		3	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25373349.mp3	0796b9fdd462649adb5b44a5417e07bd0f1b3a70f2f0dc85f287d1dbfbc89b8f	بدون پشتیبانی تودهی مردم اصلاحات غیر ممکن است.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25373350.mp3	00af3575e65f0e64749f0cbe6d23a0eb9b31dcd7a1aebcc8367a6756ba073db9	برقزا، مولد برق		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25373353.mp3	040944041644d9137efcbd81b35bfba3cba202256650e7724505a0d711e06f6b	تب نشانهی بیماری است.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25373355.mp3	05140e9e4667478ce297e6568457ad91dd3dace0eb429109d11df9fe95e40799	بوی بد متصاعد از باتلاق		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528489.mp3	007423ad31a4de3c1c27d6cf004a54e7f85f9274e58b808ee9125d1439d48f30	جعبه را با ورقهی پلاستیکی پوشانده بودند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528490.mp3	03bf5aa1926171c6e6692a8fff84612e6f750c3989891a9768f84df14ec7991f	به حضار اعلام کرد که بزودی ازدواج خواهد کرد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528491.mp3	074ca4558308df708c6d292e392fb509b2afafd1131d942c822c0a3ba009281b	پلیس از یکی از زندانیان به عنوان خبر کش استفاده کرد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528492.mp3	043d0f962c2305ca7fe44981fbf1e61390892a58678f77efa5ca2f6055a6794e	پزشک پک ممتدی به پیپ خود زد.		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528493.mp3	00713fb5e86aa501db7c1d3748a4b414a33eaaee5d5380a50e1ba3900dcda753	او در ظاهر آرام به نظر میرسد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528508.mp3	0415134f33b1be18321a5c9efe2f3884ebfbc6f17a0d2360f8b1f440c281e5e3	تیم فوتبال با انضباط		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528509.mp3	02a5ca53514e78312da752ae3a1c05bee2cf94747505991c97e71bfbd00f626e	تسلیم فشار شدن		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528510.mp3	01e5a0d47d470f08136df7b3aeef05ee53ac9e52002959dab15dc10e3c5bd382	او زمینهای خود را به کلیسا بخشید.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528511.mp3	02529433cc7005fe2a6066f70a0dfacac35d17973bdaba5630f441ff92c10d0c	چندین سال است که مهری در شیکاگو طبابت میکند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528514.mp3	0c1c09ac009cd902603e968abf65c9ec21a44928a8e5f629623f964c2585440a	او تنها کسی است که به او اعتماد دارم.		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528517.mp3	090720366f1e07c2de68ff1855894f027c511fa35451068c4e815f67c1e44823	جستار آنان دربارهی محسنات نسبی هنر امروزی و هنر باستانی		3	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528520.mp3	00e77d418c5dc9ab2ffe5d8aa29317b2391487ca88122714a3822a9ab78ba18f	برای کار کردن جاکم دارم.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528522.mp3	02a61e499c800ee040f1cd9b05d07e764b0a1250ab0a09e5e9e542dcbea54c23	به واسطهی شرایط جوی نامساعد...		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528525.mp3	01799707af095f97c42787dddc27b9363f83f63acc82271f1f9016397f309c22	جناحهای افراطی چپ و راست حزب		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528526.mp3	0d7b18393545754fb557a7be8dbce8a524aa3f4464f8f465ec0092ca10f64090	به درخواستنامههای عضویت رسیدگی کردن		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528530.mp3	012d10d5bee51ab9b6f4a3ace93ffd8c98668f11b237fdac3e8249e522a8eb12	برای امرار معاش تلاش کردن		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528534.mp3	0ceda393fc7c501c1f6cb72f033b59f39049db74dc4f4e04c58feb6fb814d155	پرپشتی ابروهای او بچهها را به خنده آورد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528535.mp3	060c72839349288a399fa380be159af2482e80838043be3f9c891aeef0c61bff	او با مکر به قلب مرد جوان راه یافت.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528540.mp3	0c26f2d04dab01597dbf6233eecce38c7b41fc72d423714c9e8d777a1fea4e2b	پشم حیوان یا پرز پارچه را با رد کردن از روی شعله میسوزانند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528544.mp3	01d6836a1543ba4f319f4616dff6de2e52df602999764e0c93bca1f0ee80cb3f	پیرمردان روی نیمکتهای پارک نشسته بودند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528545.mp3	022637a8ca890e54f804f1f62804a19834b22989e1eb626b3896735f60e5d038	او داستان رمان خود را با مهارت پرداخت کرده است.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528546.mp3	04109444e77396d82893114a7ec05c68ddb3aa52d6c840844e108d28abaf09c2	پیمان دستان خود را روی نرده گذاشت و از روی آن پرید.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528547.mp3	0e34cf00cfddc2329e7e87d364d24858b81f097aaef0a03ed1e29661e090d511	او دلارهای اضافی را اندوخت.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528562.mp3	0a6aaaa0e7e4e9f2b88a1a34ec46ba9f42c0c83ff54830ae98545f23e29fc97e	او جوانمردتر از آن بود که از خانمها بخواهد سهم خود را بپردازند.		3	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528563.mp3	0126fa72404e72a859ea228ac667894257da66716f121a6a02e79044778ba79c	پیروزی قاطع		3	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528564.mp3	0c4cc8e33444de00c60952e94ba7fe7c3bffdd587ef1ec18204a3239c4776321	او تیکهی خوبی است.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528566.mp3	084df06d194edb5736ee06ab83298d2c3badefa0adf97a770d2a0557cb2eabe6	برق مثبت		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528575.mp3	0c9414e123badfeff9cdf7d7a61ea9eac1078a9cd71510aa0bbf95e4ef4ed319	او بهطور الله بختی یک تمبر گرانبها پیدا کرد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528579.mp3	0272fc0e0518caeef28b9acce2441d4ea63444515ac8e4f4234268e1078039a2	او را به آدم کشی متهم کردند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528580.mp3	04dd2e3a80f076a801d102dca28f0d31bdbcf979a45690d349df2126f8f2f9ad	او بدون جنب خوردن بیحرکت ایستاد.		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528586.mp3	05c26a07d94d47eff6dbbedf5b2903ddb72eb050af3382acf0af09d73c661334	برگرداندن پلکهای چشم		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528587.mp3	0d2f49272f12d7c68ee14a665594bb767902593d0603d65944c409fac0aa68f2	بستنی دوست ندارم.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528588.mp3	0033ad8c577faae695be3a34f1460504fa84d66dac95db03cd8946bf5b269a33	او سرپرست امور مالی شرکت است.		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528589.mp3	05def8067d27eed0f09641cde15921eea264acd4662f8c03227fd58bde501b30	تملق خوشایند		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528590.mp3	040b22c04b209257873b77381674649d691c7a3624f3c410452d10becb1ce0c1	تنگ شدگی در رگ		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528601.mp3	084dda6547bfc9f1498aaecb775590c7551a2ea1dec5bd2cb5959d52db36a589	جرم آتش افروزی		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528605.mp3	04153f38f80eafbf5b736b0dfdd1f082d94ffa86ac91227dfd095c3006286704	او جواهرات دزدی میفروشد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528608.mp3	06858f1a10a6c1f6c80c790e9860585ea902d498d377ddd2bd66e47938a20b34	تمام مدت خوابید.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528609.mp3	06169926ab07d7ff0186dd600ef715d8928eebbaaf4250a874b4103c6df8933e	به عضویت باشگاه درآوردن		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528620.mp3	01f647333a0e017d17059717fcfa5a3607b6f7f691b710d0249d7969996fb7c3	او در عالم خواب و خیال زندگی میکند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528621.mp3	0624c417df18b3aa26d52a3a1e0179a158520f4e7fc5393e979f483b4959fdbd	او دختر یکی از روستاییان را از راه به در کرد.		3	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528623.mp3	0bca3934dcdcfc26befe962d9af99e9d3184e961b5edcc0a39f3973a5115ad0c	او به کانادا کوچ کرد.		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528624.mp3	0897fd38dc8689d34a3188078d5f0c0f42147ac6a4ba6f9daac10a3fafbc91ac	راهنمای سهمی		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528625.mp3	0440fc1f73778de3b959ce9260edc6f527728ca4e5103b88167425516a5572e4	تو معلم خوبی خواهی شد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528628.mp3	08e2ad092ac9e34b6fb8f06ec5518eb9fa4ad52962bce2ac5ad892b0c315c8ce	برداشت تحریف شدهای از تاریخ		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528629.mp3	0d196ae0c9a64a88af5b419991be66d37106d6818b71637138290e259c69210f	او دوستان خود را لو داد.		3	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528631.mp3	07093be488324a8e8e8425c28bb4f11403555ccbc5169bc81b071fc6ac1bcf25	پیام مرموز		2	1	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528648.mp3	079fc28145fdff0045bb5146b15fa61a153fcf66136e08dc5deec51ec5635738	جمعا بیست شاگرد آمدند.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528651.mp3	0cd58e5fc5447104f6020da88388640ab2cf399a96d018e77c364597f7d99b37	او دربارهی گرد آوری تمبر و این جور چیزها برایمان صحبت کرد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528652.mp3	03ef8ea29fa3f5393bc231b62406e574ee089df49d93f8880fbd93b88278ca5a	حرف شتابآمیز و نسنجیده		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528653.mp3	0e5fb406466b201d43f37fb546d299b012114bb5594c8fab8f7be3836ad99128	او با دزدان و آدمکشان محشور شد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528654.mp3	0b7d9a8efe729ee32698ca31310f3a729e16ad78ed46f9c4621002b610cd7a5d	این مشروب خیلی قوی است.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528664.mp3	0bcd029ba95efa5278c7125df173caf65b8e708772ae76f40672de70a570e6d6	پایین رفتن سریع جیوه در حرارت سنج		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528667.mp3	015ed7aa08a07b7ef3cad318d1918c979b7c997eb7237c3b092fbbf945dd5279	بعد از جراحی سه هفته در منزل استراحت کرد.		2	0	teens	female_feminine			fa	
9f38ec8d73035fdd31a47c5168faaa0a5462630fcc585b4cbf5ab7c88b96c307aceda2b8699acdab0c8dbf0e37dc51d8e19e32e844b641149f126d10f9246514	common_voice_fa_25528668.mp3	09abdc33784ecea1bd229cdc082497fbaf43de7151bb69e190455c969cf03bc8	به مادهای اسید سولفوریک زدن		2	1	teens	female_feminine			fa	
